researcher_name,orcid,institution,country,works_count,cited_by_count
Ernesto Nakayasu,https://orcid.org/0000-0002-4056-2695,Pacific Northwest National Laboratory,US,19344,9924
Athena Schepmoes,https://orcid.org/0000-0002-1365-106X,Pacific Northwest National Laboratory,US,19143,4432
Dorothea Taylor,https://orcid.org/0000-0002-0893-8170,,,18948,261
Unknown,,,,18709,0
EDOARDO SARTI,,Institut national de recherche en sciences et technologies du numérique,FR,18675,0
Tsuyoshi AKIYAMA,,National Institute for Fusion Science,JP,18557,0
University of Gothenburg,,,,18518,0
Avelino Javer,https://orcid.org/0000-0003-4100-6807,NIHR Imperial Biomedical Research Centre,GB,18502,978
Jennifer Kyle,https://orcid.org/0000-0002-9282-9005,Pacific Northwest National Laboratory,US,18469,10417
Gavan Breen,,,,18395,0
Seiji KOMADA,,National Institute for Fusion Science,JP,18339,0
Etienne Danchin,,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement",FR,18325,0
CERTIFICATION EXAM,,,,18200,4
Setsuo Imazu,,National Institute for Fusion Science,JP,18118,176
Robyn Fiori,https://orcid.org/0000-0002-7313-8890,Natural Resources Canada,CA,18056,661
Ian Frazer,,,,17741,0
Jan W. Gooch,,AID Atlanta,US,17659,4590
Vladislav Petyuk,https://orcid.org/0000-0003-4076-151X,Pacific Northwest National Laboratory,US,17497,0
Sarah Leichty,https://orcid.org/0000-0002-9609-9126,Environmental Molecular Sciences Laboratory,US,17464,0
Jamie Allen,,Tufts University,US,17378,187
Nathalie Munoz Munoz,https://orcid.org/0000-0002-2723-3512,Environmental Molecular Sciences Laboratory,US,17333,1136
R. T. Pardasani,,Central University of Rajasthan,IN,16664,665
Yuqian Gao,https://orcid.org/0000-0003-1646-4515,Kunming University of Science and Technology,CN,16645,3547
Motoshi GOTO,,National Institute for Fusion Science,JP,16492,0
William Chrisler,https://orcid.org/0000-0002-3829-2454,Pacific Northwest National Laboratory,US,16332,0
Kezhi Li,https://orcid.org/0000-0002-7783-0673,Farr Institute,GB,16221,3687
John Zgraggen,,,,16004,0
Maria Perez,https://orcid.org/0009-0007-2935-6878,Environmental Molecular Sciences Laboratory,US,15905,0
K. Watanabe,,National Institute for Fusion Science,JP,15904,1156
Charles Dickens,https://orcid.org/0000-0002-0368-6859,,,15903,4170
Azim Ospanov,,Chinese University of Hong Kong,HK,15833,5
M Kellis,https://orcid.org/0000-0002-9383-5757,Broad Institute,US,15767,7366
ZHAO Ye,,Chinese University of Hong Kong,HK,15750,0
K. Sosnkowska-Kehiaian,,Délégation Paris 7,FR,15721,212
Fotogjengen ved Studentersamfundet i Trondhjem,,,,15371,0
Unknown,,,,15252,0
J. Sarda Carbasse,,,,15198,0
A. Podstawka,,,,15198,0
I. Schober,,,,15198,0
L.C. Reimer,,,,15198,0
J. Koblitz,,,,15198,0
Yoshinori Mizuno,https://orcid.org/0000-0003-4931-5743,National Institutes of Natural Sciences,JP,15139,1872
Kenji TANAKA,,National Institute for Fusion Science,JP,15048,0
Takashi KOBUCHI,,National Institute for Fusion Science,JP,14784,0
Reta Birhanu Kitata,https://orcid.org/0000-0002-8973-7679,Pacific Northwest National Laboratory,US,14769,1161
Atsushi Togo,https://orcid.org/0000-0001-8393-9766,,,14737,27267
Easy Quizzz,,,,14678,0
Cao Xuenan,,Chinese University of Hong Kong,HK,14399,0
Nancy Hess,https://orcid.org/0000-0002-8930-9500,Environmental Molecular Sciences Laboratory,US,14371,6503
John Bargar,,Environmental Molecular Sciences Laboratory,US,14240,52
Karl-Henrik Larsson,,,,14167,0
Björn Lindahl,,,,14167,0
R. Henrik Nilsson,,,,14167,0
Kadri Põldmaa,,,,14167,0
Matthew E. Smith,,,,14167,0
Urmas Kõljalg,,,,14167,0
Tom W. May,,,,14167,0
Bobbie‐Jo Webb‐Robertson,https://orcid.org/0000-0002-4744-2397,Pacific Northwest National Laboratory,US,14125,9349
Hideya NAKANISHI,,National Institute for Fusion Science,JP,14109,0
:unav,,,,14050,0
Ying Zhu,https://orcid.org/0000-0002-5416-0566,Zhejiang Chinese Medical University,CN,13988,10112
Assignee Research,,Twitter (United States),US,13836,2
Zhangyang Xu,https://orcid.org/0000-0002-0314-9244,Pacific Northwest National Laboratory,US,13824,543
Jason McDermott,https://orcid.org/0000-0003-2961-2572,Pacific Northwest National Laboratory,US,13814,14235
Kelly Hatter,,University of Michigan,US,13749,0
A.P. Ahlstrøm,,General Electric (Norway),NO,13714,0
R.S. Fausto,,Geological Survey of Denmark and Greenland,DK,13644,1
S.H. Larsen,,General Electric (Norway),NO,13627,0
Heather Olson,https://orcid.org/0000-0002-4501-9587,Pacific Northwest National Laboratory,US,13612,605
Alexander K. C. Leung,https://orcid.org/0000-0003-2254-6971,University of Calgary,CA,13568,19734
K.D. Mankoff,,General Electric (Norway),NO,13516,0
Banner Smith,,Pacific Northwest National Laboratory,US,13333,0
Athena Schepmoes,https://orcid.org/0000-0002-1365-106X,Pacific Northwest National Laboratory,US,13232,0
Alexander K. C. Leung,,,,13094,8907
Patricia Miller,,Pacific Northwest National Laboratory,US,13040,0
Yinyin Ye,https://orcid.org/0000-0003-0625-9657,Qinghai University,CN,13031,1782
Janet Jansson,https://orcid.org/0000-0002-5487-4315,F-star (United Kingdom),GB,12964,83060
Maria Perez,https://orcid.org/0009-0007-2935-6878,Environmental Molecular Sciences Laboratory,US,12959,0
Jason Toyoda,https://orcid.org/0000-0001-6299-2146,Pacific Northwest National Laboratory,US,12956,1227
Albert Rivas‐Ubach,https://orcid.org/0000-0003-1293-7127,Consejo Superior de Investigaciones Científicas,ES,12892,6010
Yoshio NAGAYAMA,,National Institute for Fusion Science,JP,12883,0
Chandra Earl,https://orcid.org/0000-0001-9850-882X,National Ecological Observatory Network,US,12849,623
K. Nagaoka,,National Institute for Fusion Science,JP,12831,11
K. Tsumori,,National Institute for Fusion Science,JP,12830,42
Katsunori IKEDA,,National Institute for Fusion Science,JP,12828,0
Masaki OSAKABE,,National Institute for Fusion Science,JP,12828,0
nasa,,,,12787,5875
Jay Bardhan,,Environmental Molecular Sciences Laboratory,US,12763,0
Elizabeth Eder,https://orcid.org/0000-0002-1486-7591,Pacific Northwest National Laboratory,US,12693,876
Kent Bloodsworth,https://orcid.org/0000-0002-7596-1565,Pacific Northwest National Laboratory,US,12659,1540
ETIENNE DANCHIN,,,,12603,0
Sabeeha Merchant,https://orcid.org/0000-0002-2594-509X,QB3,US,12533,25737
Sarah Leichty,https://orcid.org/0000-0002-9609-9126,Environmental Molecular Sciences Laboratory,US,12525,0
GLIS of the ITPGRFA,,,,12370,0
Alison Hatt,,Environmental Molecular Sciences Laboratory,US,12264,0
Samuel Purvine,https://orcid.org/0000-0002-2257-2400,Pacific Northwest National Laboratory,US,12180,11838
EDOARDO SARTI,,Institut national de recherche en sciences et technologies du numérique,FR,12138,0
:unav,,,,12084,0
M.C. Lund,,General Electric (Norway),NO,12061,0
Maria Perez,https://orcid.org/0009-0007-2935-6878,Environmental Molecular Sciences Laboratory,US,11971,0
Nikola Tolić,https://orcid.org/0000-0003-3950-9130,Environmental Molecular Sciences Laboratory,US,11869,6900
Matthew E. Smith,,,,11865,0
Urmas Kõljalg,,,,11865,0
Kessy Abarenkov,,,,11865,0
Kadri Põldmaa,,,,11865,0
R. Henrik Nilsson,,,,11865,0
Karl-Henrik Larsson,,,,11865,0
Björn Lindahl,,,,11865,0
Tom W. May,,,,11865,0
Koji Yasui,,National Institute for Fusion Science,JP,11836,1384
Rui Zhao,https://orcid.org/0000-0003-3927-0617,Pacific Northwest National Laboratory,US,11807,1745
Tex.) WBAP-TV (Television station : Fort Worth,,,,11730,0
Unknown,,,,11727,0
Chaevien Clendinen,https://orcid.org/0000-0002-1487-4126,Pacific Northwest National Laboratory,US,11722,703
Canada Foundation for Innovation | Fondation canadienne pour l'innovation,,,,11604,0
Carrie Nicora,https://orcid.org/0000-0003-2461-9548,Pacific Northwest National Laboratory,US,11598,0
N.B. Karlsson,,Geological Survey of Denmark and Greenland,DK,11557,1
WT Colgan,,General Electric (Norway),NO,11543,7
Rosalie Chu,https://orcid.org/0000-0001-7428-7647,Environmental Molecular Sciences Laboratory,US,11521,1
Marina Bährle-Rapp,,,,11475,463
J. Sarda Carbasse,,,,11473,0
J. Koblitz,,,,11473,0
I. Schober,,,,11473,0
A. Podstawka,,,,11473,0
L.C. Reimer,,,,11473,0
A.M. Solgaard,,Geological Survey of Denmark and Greenland,DK,11470,1
AA Bjørk,,University of Copenhagen,DK,11469,1
Josie Eder,https://orcid.org/0000-0002-2876-0496,Pacific Northwest National Laboratory,US,11410,176
Ju Yeon Lee,https://orcid.org/0000-0003-0855-6516,Korea Basic Science Institute,KR,11390,2324
Ary Mailhos,https://orcid.org/0000-0001-9991-1186,Universidad de la República de Uruguay,UY,11307,19
José Maurício Bonifacino,https://orcid.org/0000-0003-0377-3853,Universidad de la República de Uruguay,UY,11306,416
Hiromi TAKAHASHI,,National Institute for Fusion Science,JP,11288,0
Tai‐Tu Lin,,Pacific Northwest National Laboratory,US,11275,235
M. Kumar,https://orcid.org/0000-0001-9413-0807,Maharaja Ganga Singh University,IN,11256,2834
Berthold Seitz,https://orcid.org/0000-0001-9701-8204,University Medical Center,US,11118,24758
Jason McDermott,,Pacific Northwest National Laboratory,US,11074,0
Alan Walker,,,,11050,0
Nicholas Wood,https://orcid.org/0000-0002-9500-3348,The University of Sydney,AU,11008,75957
Tao Liu,https://orcid.org/0000-0001-9529-6550,Pacific Northwest National Laboratory,US,10906,39075
:unav,,,,10886,0
Erin Baker,https://orcid.org/0000-0001-5246-2213,University of North Carolina at Chapel Hill,US,10711,11304
Scan-the-World,,,,10666,1
Rui Zhao,https://orcid.org/0000-0002-6602-6583,Kunming Medical University,CN,10593,8308
S. I. Sukhoruchkin,,Petersburg Nuclear Physics Institute,RU,10456,204
Christina Stevenson,,Pacific Northwest National Laboratory,US,10448,0
Z. N. Soroko,,Petersburg Nuclear Physics Institute,RU,10397,165
Yi-Xiang Wang,https://orcid.org/0000-0001-5697-0717,BGI Group (China),CN,10380,27665
H.T. Jakobsgaard,,General Electric (Norway),NO,10343,0
C.L. Shield,,General Electric (Norway),NO,10343,0
Kiyomasa WATANABE,,National Institute for Fusion Science,JP,10253,0
Mitsutaka ISOBE,,National Institute for Fusion Science,JP,10213,0
James Evans,,Pacific Northwest National Laboratory,US,10125,0
Rosalie Chu,https://orcid.org/0000-0001-7428-7647,Pacific Northwest National Laboratory,US,10115,7693
K Y Watanabe,,National Institutes of Natural Sciences,JP,10079,9
TERN Ecosystem Surveillance,,,,10070,0
Rashmi Madda,https://orcid.org/0000-0002-8962-8958,Pacific Northwest National Laboratory,US,10061,72
Bojana Leonard,,Pacific Northwest National Laboratory,US,10052,5
Andreas Janecke,https://orcid.org/0000-0001-7155-0315,Innsbruck Medical University,AT,10029,17854
Walter Lisch,,Johannes Gutenberg University Mainz,DE,10013,7930
Mary Lipton,,Pacific Northwest National Laboratory,US,10013,1
Crysten Blaby,,Lawrence Berkeley National Laboratory,US,9675,0
Chaevien Clendinen,https://orcid.org/0000-0002-1487-4126,Environmental Molecular Sciences Laboratory,US,9668,0
Jesse Trejo,,Pacific Northwest National Laboratory,US,9658,24
叶兴阳,,,,9631,0
Suguru Masuzaki,,National Institute for Fusion Science,JP,9557,0
Samuel Purvine,https://orcid.org/0000-0002-2257-2400,Environmental Molecular Sciences Laboratory,US,9556,0
Masaki OSAKABE,,National Institute for Fusion Science,JP,9485,0
Scan-the-World,,,,9452,0
Sarah Fansler,https://orcid.org/0000-0003-4190-907X,Pacific Northwest National Laboratory,US,9432,4000
"Gandy, George Skip, IV",,,,9330,0
Andrew Lipton,https://orcid.org/0000-0003-4937-4145,Environmental Molecular Sciences Laboratory,US,9276,0
Hugo Ten Cate,https://orcid.org/0000-0001-7796-4463,Maastricht School of Management,NL,9245,43089
Alex Beliaev,,Environmental Molecular Sciences Laboratory,US,9228,0
David Hoyt,https://orcid.org/0000-0002-2857-719X,Environmental Molecular Sciences Laboratory,US,9222,7986
David Bridie,,,,9104,0
John Henry Newman,,,,8909,184
:unav,,,,8895,0
Maria Perez,https://orcid.org/0009-0007-2935-6878,Environmental Molecular Sciences Laboratory,US,8835,0
Hui Li,https://orcid.org/0000-0001-9198-3951,Huanggang Normal University,CN,8746,40636
Julia Laskin,https://orcid.org/0000-0002-4533-9644,Purdue University West Lafayette,US,8670,25073
Thomas Metz,,Pacific Northwest National Laboratory,US,8637,0
Xi Zhang,https://orcid.org/0000-0003-3415-5345,,,8614,7285
Maria Perez,https://orcid.org/0009-0007-2935-6878,Environmental Molecular Sciences Laboratory,US,8597,0
Shelley McGuire,https://orcid.org/0000-0001-8214-2229,University of Idaho,US,8565,10814
Haylie Kimball,https://orcid.org/0000-0003-1147-7165,Environmental Molecular Sciences Laboratory,US,8557,0
Yuki GOTO,,National Institute for Fusion Science,JP,8543,0
Aaron Wright,https://orcid.org/0000-0002-3172-5253,Baylor University,US,8522,5536
Unknown,,,,8513,0
Emily Graham,,Pacific Northwest National Laboratory,US,8485,128
Rebecca Powell,https://orcid.org/0000-0002-4956-7417,Icahn School of Medicine at Mount Sinai,US,8469,1106
James Sanford,https://orcid.org/0000-0001-7901-5579,Pacific Northwest National Laboratory,US,8454,2980
John Henry Newman,https://orcid.org/0009-0006-9753-0906,New College of Florida,US,8447,5901
J. Jakobsen,,,,8436,0
J.E. Box,,,,8436,0
A. Rutishauser,,,,8436,0
A. Messerli,,,,8436,0
K. Langley,,,,8436,0
P. How,,,,8436,0
I.T. Stevens,,,,8436,0
J. Abermann,,,,8436,0
S.B. Andersen,,,,8436,0
R.B. Nielsen,,,,8436,0
D. van As,,,,8436,0
J. Lea,,,,8436,0
R. Prinz,,,,8436,0
M. Citterio,,,,8436,0
B. Vandecrux,,,,8436,0
Sandrine Henri,https://orcid.org/0000-0002-8980-9193,Centre National de la Recherche Scientifique,FR,8400,13991
Lionel Spinelli,https://orcid.org/0000-0001-9228-8141,Centre National de la Recherche Scientifique,FR,8393,2247
Marc Bajénoff,https://orcid.org/0000-0002-0702-8319,Centre National de la Recherche Scientifique,FR,8368,9267
Lionel Chasson,,Centre National de la Recherche Scientifique,FR,8351,4353
International Monetary Fund,,,,8307,21932
Darya Yanushko,https://orcid.org/0000-0001-6223-9015,International Space University,FR,8283,65
Despoina Pervizou,https://orcid.org/0009-0007-4178-8374,Centre National de la Recherche Scientifique,FR,8280,13
Joanna De Chiara,,Centre National de la Recherche Scientifique,FR,8278,7
Makoto Yoshizaki  吉崎 誠,,,,8261,0
Arnold L. Rheingold,https://orcid.org/0000-0003-4472-8127,University of California San Diego,US,8214,85781
Mary Lipton,https://orcid.org/0000-0001-7749-0077,Pacific Northwest National Laboratory,US,8211,14026
Trevor Moser,https://orcid.org/0000-0001-9399-0514,Pacific Northwest National Laboratory,US,8166,0
Montana Smith,https://orcid.org/0000-0002-8683-0050,Environmental Molecular Sciences Laboratory,US,8094,341
S.I. Sukhoruchkin,,Petersburg Nuclear Physics Institute,RU,8092,2
Z.N. Soroko,,Petersburg Nuclear Physics Institute,RU,8090,2
Setsuko Wakao,https://orcid.org/0000-0003-3784-5093,Lawrence Berkeley National Laboratory,US,8047,2429
Masahiro KOBAYASHI,,National Institute for Fusion Science,JP,7956,0
CERN,,Temple College,US,7951,0
Anne Glaesener,https://orcid.org/0000-0003-2268-2885,"University of California, Berkeley",US,7950,0
Bolus Herbarium,,University of Cape Town,ZA,7930,0
Kenichi NAGAOKA,,National Institute for Fusion Science,JP,7896,0
ほか,,Showa University Hospital,JP,7895,529
Montana Smith,https://orcid.org/0000-0002-8683-0050,Environmental Molecular Sciences Laboratory,US,7858,0
David Camp,,Pacific Northwest National Laboratory,US,7820,19303
Daniel Rosehill,,Prompt (Canada),CA,7793,10
Chatterbox TTS,,Renewable Energy Systems (United States),US,7781,10
Yue Wang,https://orcid.org/0000-0003-0098-5359,,,7720,15854
Zhe Xu,https://orcid.org/0000-0001-5157-570X,South China Agricultural University,CN,7708,1670
Louis Fieser,,,,7667,10240
Chaochao Wu,,Anhui University of Finance and Economics,CN,7619,2053
Netta Gurari,https://orcid.org/0000-0002-0969-9108,Virginia Tech,US,7591,365
Pearl Kwantwi-Barima,https://orcid.org/0000-0002-7996-1087,Pacific Northwest National Laboratory,US,7542,137
Unknown,,,,7501,0
Florent COMTE,,Centre National de la Recherche Scientifique,FR,7453,0
Mark Bowden,https://orcid.org/0000-0003-3812-3340,Pacific Northwest National Laboratory,US,7451,15810
Sara Calhoun,https://orcid.org/0000-0003-2942-1338,Lawrence Berkeley National Laboratory,US,7436,895
Vy Duong,https://orcid.org/0000-0003-2781-2001,Lawrence Berkeley National Laboratory,US,7404,0
Krishna Niyogi,https://orcid.org/0000-0001-7229-2071,"University of California, Berkeley",US,7404,0
Hiroyuki Yamaguchi,https://orcid.org/0000-0002-1177-3370,National Institute for Fusion Science,JP,7398,302
R. Sakamoto,,National Institute for Fusion Science,JP,7364,247
Mary Fieser,,,,7326,1136
Daniela Strenkert,https://orcid.org/0000-0002-3420-1332,Carnegie Department of Plant Biology,US,7309,2102
Tanya Winkler,,Pacific Northwest National Laboratory,US,7236,251
Tujin Shi,https://orcid.org/0000-0002-5592-3588,Pacific Northwest National Laboratory,US,7205,0
Kai Wang,https://orcid.org/0000-0002-6170-4744,Qingdao University,CN,7204,220892
James Fulcher,https://orcid.org/0000-0001-9033-3623,Pacific Northwest National Laboratory,US,7202,962
James Sanford,,Pacific Northwest National Laboratory,US,7180,0
Marjorie A. Hoy,,,,7170,11169
Tao Liu,https://orcid.org/0000-0001-9529-6550,Pacific Northwest National Laboratory,US,7153,0
Masaki NISHIURA,,National Institute for Fusion Science,JP,7073,0
Krishna Niyogi,https://orcid.org/0000-0001-7229-2071,Lawrence Berkeley National Laboratory,US,7062,36254
Patricia Miller,,Pacific Northwest National Laboratory,US,7058,1
Elizabeth Eder,https://orcid.org/0000-0002-1486-7591,Environmental Molecular Sciences Laboratory,US,7034,0
Christoph Valentin,https://orcid.org/0000-0001-9654-1917,,,7011,0
Charles Ansong,https://orcid.org/0000-0001-5793-8559,National Institutes of Health,US,6986,5960
Ashley Robinson,,Environmental Molecular Sciences Laboratory,US,6944,0
Scott Baker,https://orcid.org/0000-0001-5085-3106,University of Wisconsin–Madison,US,6943,24880
US National Cancer Institute,,,,6940,0
Unknown,,,,6936,0
Kelly Hatter,,Environmental Molecular Sciences Laboratory,US,6877,0
Sarah Wigley,https://orcid.org/0000-0001-6386-9107,,,6837,34
P. Pardasani,,,,6799,617
Paul B. Geraghty,https://orcid.org/0000-0002-0158-0612,The University of Melbourne,AU,6797,561
Jean-Marie Schmerber,,Dietrich Bonhoeffer Klinikum,DE,6797,84
