organization_name,country,type,city,homepage_url,works_count,cited_by_count
University of Warsaw,PL,education,Warsaw,http://en.uw.edu.pl/,108972,4448870
Universidade Federal de Santa Catarina,BR,education,Florianópolis,http://en.ufsc.br/,108951,3196420
Université Paris-Sud,FR,education,Orsay,http://www.u-psud.fr/en/index.html,108938,18603345
Aristotle University of Thessaloniki,GR,education,Thessaloniki,https://www.auth.gr,108907,6921886
University of Würzburg,DE,education,Würzburg,http://www.uni-wuerzburg.de/en/ueber/university/,108869,10382016
Universidade Federal do Paraná,BR,education,Curitiba,https://ufpr.br,108794,2571925
University of Nebraska–Lincoln,US,education,Lincoln,http://www.unl.edu/,108738,8293041
Nanjing Medical University,CN,education,Nanjing,https://www.njmu.edu.cn,108703,8352116
Universidad de Sevilla,ES,education,Seville,https://www.us.es/,108242,5045971
Washington State University,US,education,Pullman,https://wsu.edu/,108044,7648726
Université Toulouse III - Paul Sabatier,FR,education,Toulouse,http://www.univ-tlse3.fr/,107898,9335973
Dalhousie University,CA,education,Halifax,https://www.dal.ca,107733,7277843
Lanzhou University,CN,education,Lanzhou,https://www.lzu.edu.cn,107667,7591403
TU Wien,AT,education,Vienna,https://www.tuwien.at,107571,5159381
University of Leicester,GB,education,Leicester,https://le.ac.uk,107175,8335239
Goddard Space Flight Center,US,facility,Greenbelt,https://www.nasa.gov/centers/goddard/home/index.html,107065,10294817
Nantes Université,FR,education,Nantes,http://www.univ-nantes.fr,106520,4365111
University College Dublin,IE,education,Dublin,https://www.ucd.ie,106388,6886680
Queen's University Belfast,GB,education,Belfast,https://www.qub.ac.uk,105577,6726246
University of Lausanne,CH,education,Lausanne,https://www.unil.ch,105429,9814022
University Hospital Heidelberg,DE,healthcare,Heidelberg,https://www.klinikum.uni-heidelberg.de/Startseite.2.0.html?&no_cache=1,105368,13035003
University of Houston,US,education,Houston,https://uh.edu,104584,6623087
"University of California, Riverside",US,education,Riverside,https://www.ucr.edu,104472,10697127
UCLouvain,BE,education,Louvain-la-Neuve,https://uclouvain.be,103979,10254586
University of the Witwatersrand,ZA,education,Johannesburg,https://www.wits.ac.za,103250,5211665
University of South Carolina,US,education,Columbia,http://www.sc.edu/,103248,7298679
Agricultural Research Service,US,government,Washington,http://www.ars.usda.gov/main/main.htm,102872,8616590
Medical University of Vienna,AT,education,Vienna,https://www.meduniwien.ac.at,102828,10078508
Université Libre de Bruxelles,BE,education,Brussels,https://www.ulb.be,102729,9279436
Universidade de Brasília,BR,education,Brasília,https://www.unb.br,102564,2199488
University of York,GB,education,York,https://www.york.ac.uk,102184,7538385
Macquarie University,AU,education,Sydney,https://www.mq.edu.au,101863,5444179
Queensland University of Technology,AU,education,Brisbane,https://www.qut.edu.au/,101558,5680649
University of Genoa,IT,education,Genoa,https://unige.it,101365,7638264
Temple University,US,education,Philadelphia,https://www.temple.edu,101349,6806390
University of Science and Technology Beijing,CN,education,Beijing,https://www.ustb.edu.cn,100949,6371213
Shanghai University,CN,education,Shanghai,https://www.shu.edu.cn,100583,5149467
University of New Mexico,US,education,Albuquerque,https://www.unm.edu,100277,8489139
Albert Einstein College of Medicine,US,education,Bronx,https://einsteinmed.edu,100162,12893571
Hunan University,CN,education,Changsha,https://www.hnu.edu.cn,99803,10101721
Philipps University of Marburg,DE,education,Marburg,https://www.uni-marburg.de/,99612,6515907
University of Notre Dame,US,education,Notre Dame,https://www.nd.edu/,99382,8321784
Howard Hughes Medical Institute,US,facility,Chevy Chase,https://www.hhmi.org,99307,43968589
Erasmus MC,NL,healthcare,Rotterdam,https://www.erasmusmc.nl,99224,15777196
National Cheng Kung University,TW,education,Tainan City,http://web.ncku.edu.tw/bin/home.php,99139,5411146
University of Technology Sydney,AU,education,Sydney,https://www.uts.edu.au,98798,5376432
Texas Tech University,US,education,Lubbock,https://www.ttu.edu/,98792,6171419
Universitat Politècnica de Catalunya,ES,education,Barcelona,https://www.upc.edu,98714,5103816
Universidad Nacional de Colombia,CO,education,Bogotá,https://unal.edu.co,98335,1444488
Griffith University,AU,education,Brisbane,https://www.griffith.edu.au,98107,5469336
China Agricultural University,CN,education,Beijing,http://english.cau.edu.cn/,98073,9000318
Wuhan University of Technology,CN,education,Wuhan,https://www.whut.edu.cn,98022,6197881
Universität Innsbruck,AT,education,Innsbruck,https://www.uibk.ac.at,97965,7016757
Mayo Clinic in Florida,US,healthcare,Jacksonville,https://www.mayoclinic.org/patient-visitor-guide/florida,97542,10384377
Christian-Albrechts-Universität zu Kiel,DE,education,Kiel,https://www.uni-kiel.de,97241,7083942
National Institute of Advanced Industrial Science and Technology,JP,government,Tsukuba,https://www.aist.go.jp/index_en.html,97220,6933960
University of the Basque Country,ES,education,Leioa,https://www.ehu.eus,97133,5237491
Jiangsu University,CN,education,Zhenjiang,https://www.ujs.edu.cn,97042,7174239
Eindhoven University of Technology,NL,education,Eindhoven,https://www.tue.nl,96828,6781701
King Abdulaziz University,SA,education,Jeddah,http://www.kau.edu.sa/home_english.aspx,96754,5074190
University of Delaware,US,education,Newark,https://www.udel.edu,96703,7108972
University of Aberdeen,GB,education,Aberdeen,https://www.abdn.ac.uk,96632,7278475
La Trobe University,AU,education,Melbourne,http://www.latrobe.edu.au/,96601,4352700
University of Pretoria,ZA,education,Pretoria,https://www.up.ac.za,96466,3180476
Trinity College Dublin,IE,education,Dublin,https://www.tcd.ie/,96010,7854805
Wheaton College - Illinois,US,education,Wheaton,https://www.wheaton.edu,95973,80619
Shenzhen University,CN,education,Shenzhen,https://www.szu.edu.cn,95964,5902122
Ben-Gurion University of the Negev,IL,education,Beersheba,https://www.bgu.ac.il,95904,5223914
Deakin University,AU,education,Burwood,https://www.deakin.edu.au,95899,5771752
Nanjing University of Aeronautics and Astronautics,CN,education,Nanjing,https://www.nuaa.edu.cn,95772,4109297
University of Antwerp,BE,education,Antwerp,https://www.uantwerpen.be/en/,95765,9212181
University of Coimbra,PT,education,Coimbra,https://www.uc.pt,95761,4943252
NamesforLife (United States),US,company,East Lansing,https://www.namesforlife.com/,95744,3659
University of Saskatchewan,CA,education,Saskatoon,https://www.usask.ca/,95497,5487623
Northeastern University,CN,education,Shenyang,https://www.neu.edu.cn,95346,4964225
University of Rome Tor Vergata,IT,education,Rome,https://web.uniroma2.it,95331,7857939
University of Guelph,CA,education,Guelph,https://www.uoguelph.ca,94899,6219401
University of Pavia,IT,education,Pavia,http://www.unipv.eu/site/en/home.html,94877,7886259
Hong Kong University of Science and Technology,HK,education,Hong Kong,https://hkust.edu.hk,94843,8622583
Curtin University,AU,education,Perth,https://www.curtin.edu.au,94537,5345746
University Medical Center Utrecht,NL,healthcare,Utrecht,https://www.umcutrecht.nl,94466,13386165
University of Ljubljana,SI,education,Ljubljana,http://www.uni-lj.si/,93627,4958948
National Institute of Standards and Technology,US,funder,Gaithersburg,http://www.nist.gov/,93625,8686906
University of London,GB,education,London,https://london.ac.uk,93344,6940463
Kobe University,JP,education,Kobe,http://www.kobe-u.ac.jp/en/alumni/index.html,93206,6884221
Hanyang University,KR,education,Seoul,http://www.hanyang.ac.kr/english/,93172,5829633
University of Southern Denmark,DK,education,Odense,https://www.sdu.dk,92967,5537069
University of Indonesia,ID,education,Depok,http://www.ui.ac.id/,92542,1402558
University of Turku,FI,education,Turku,https://www.utu.fi,92522,6527816
China University of Mining and Technology,CN,education,Xuzhou,https://www.cumt.edu.cn,92150,4556904
Vrije Universiteit Brussel,BE,education,Brussels,http://www.vub.ac.be/en/,91980,6961416
Forschungszentrum Jülich,DE,facility,Jülich,https://www.fz-juelich.de,91948,7235862
Tokyo University of Science,JP,education,Tokyo,https://www.tus.ac.jp/en/,91851,6495480
Medizinische Hochschule Hannover,DE,education,Hanover,https://www.mhh.de,91763,8016899
University of Otago,NZ,education,Dunedin,http://www.otago.ac.nz/,91741,6513857
Chinese Academy of Agricultural Sciences,CN,government,Beijing,http://www.caas.cn/en/,91643,8682992
Loughborough University,GB,education,Loughborough,https://www.lboro.ac.uk,91143,3753083
Chalmers University of Technology,SE,education,Gothenburg,https://www.chalmers.se,91085,5655892
Universidade Federal de São Paulo,BR,education,São Paulo,http://www.unifesp.br/,90942,4363738
Radboud University Medical Center,NL,funder,Nijmegen,https://www.radboudumc.nl,90793,11755160
Université Fédérale de Toulouse Midi-Pyrénées,FR,education,Toulouse,https://www.univ-toulouse.fr,90534,6785481
Lawrence Livermore National Laboratory,US,facility,Livermore,https://www.llnl.gov,90466,9724600
York University,CA,education,Toronto,https://www.yorku.ca,90329,4126898
National University of Malaysia,MY,education,Bangi,https://www.ukm.my,90229,3220854
University of Oklahoma,US,education,Norman,https://www.ou.edu,90079,6535264
Indian Institute of Science Bangalore,IN,education,Bengaluru,http://www.iisc.ernet.in/,89966,4353582
University of Twente,NL,education,Enschede,https://www.utwente.nl,89516,5916475
University of Reading,GB,education,Reading,https://www.reading.ac.uk,88958,5338390
Justus-Liebig-Universität Gießen,DE,education,Giessen,https://www.uni-giessen.de,88915,6242827
West Virginia University,US,education,Morgantown,https://www.wvu.edu,88865,5175569
Universidade Federal de Pernambuco,BR,education,Recife,https://www.ufpe.br,88845,2205510
Linköping University,SE,education,Linköping,https://liu.se/,88804,6281015
Dartmouth College,US,education,Hanover,https://home.dartmouth.edu,88681,7029248
Ain Shams University,EG,education,Cairo,http://www.asu.edu.eg/,88659,1946552
Dana-Farber Cancer Institute,US,facility,Boston,http://www.dana-farber.org/,88622,27126697
Simon Fraser University,CA,education,Burnaby,https://www.sfu.ca,88555,6197542
Karolinska University Hospital,SE,healthcare,Stockholm,http://www.karolinska.se/en,88526,9397406
North China Electric Power University,CN,education,Beijing,https://www.ncepu.edu.cn,88500,3364072
Nanjing University of Science and Technology,CN,education,Nanjing,https://www.njust.edu.cn,88423,4708223
Université de Strasbourg,FR,education,Strasbourg,https://www.unistra.fr,88268,7226914
Institut National de la Recherche Agronomique de Tunisie,TN,education,Aryanah,http://www.inrat.agrinet.tn/index.htm,88216,91647
National University of Defense Technology,CN,education,Changsha,http://www.nudt.edu.cn/index_eng.htm,88021,3171524
Southern Medical University,CN,education,Guangzhou,https://www.smu.edu.cn,87936,6274566
Leiden University Medical Center,NL,funder,Leiden,https://www.lumc.nl,87736,11930737
Stellenbosch University,ZA,education,Stellenbosch,https://www.sun.ac.za,87692,4116673
University of Strathclyde,GB,education,Glasgow,https://www.strath.ac.uk,87608,4507330
Virginia Commonwealth University,US,education,Richmond,https://vcu.edu,87545,7189392
Columbia University Irving Medical Center,US,healthcare,New York,http://www.cuimc.columbia.edu,87517,9420658
University of Central Florida,US,education,Orlando,https://www.ucf.edu,87447,4558970
Waseda University,JP,education,Tokyo,https://www.waseda.jp/top/,87392,3447080
International Society of Automation,US,nonprofit,Durham,https://www.isa.org/,87236,44029
Hellenic Petroleum (Greece),GR,company,Marousi,http://www.helpe.gr/en/,86978,46120
Spectrum Scientific (United States),US,company,Irvine,http://ssioptics.com/cart/,86858,43406
Alpha Genesis (United States),US,company,Varnville,http://www.alphagenesisinc.com/,86816,43719
Jet Propulsion Laboratory,US,facility,Pasadena,https://www.jpl.nasa.gov,86592,8864326
Okayama University,JP,education,Okayama,http://www.okayama-u.ac.jp/index_e.html,86192,5357431
Instituto Politécnico Nacional,MX,education,Mexico City,http://www.ipn.mx/english/Paginas/Inicio.aspx,86080,3498075
Wake Forest University,US,education,Winston-Salem,https://www.wfu.edu,85949,8883407
Chiba University,JP,education,Chiba,http://www.chiba-u.ac.jp/e/,85922,5804486
Mahidol University,TH,education,Bangkok,http://www.mahidol.ac.th/en/,85867,4289618
Qingdao University,CN,education,Qingdao,https://www.qdu.edu.cn,85727,4980720
University of Duisburg-Essen,DE,education,Essen,https://www.uni-due.de,85647,5181179
St Petersburg University,RU,education,Saint Petersburg,http://spbu.ru/,85447,2162867
City University of New York,US,education,New York,http://www.cuny.edu/index.html,85204,4241878
Universiti Putra Malaysia,MY,education,Seri Kembangan,https://upm.edu.my,85189,4434969
All India Institute of Medical Sciences,IN,education,New Delhi,http://www.aiims.edu/en.html,85140,3819830
Umeå University,SE,education,Umeå,https://www.umu.se,85024,7568373
Google (United States),US,company,Mountain View,https://www.google.com/,85022,12581428
East China Normal University,CN,education,Shanghai,https://www.ecnu.edu.cn,84914,5204850
Universidad de Zaragoza,ES,education,Zaragoza,https://www.unizar.es,84904,4683536
Lancaster University,GB,education,Lancaster,https://www.lancaster.ac.uk,84837,6404989
State University of New York,US,education,Albany,https://www.suny.edu/,84797,7968626
Université de Rennes,FR,education,Rennes,https://www.univ-rennes.fr,84628,4196344
Xidian University,CN,education,Xi'an,https://www.xidian.edu.cn,84555,3709773
RMIT University,AU,education,Melbourne,https://www.rmit.edu.au/,84550,4180114
George Mason University,US,education,Fairfax,https://www.gmu.edu/,84414,3343584
Tulane University,US,education,New Orleans,https://tulane.edu,84304,7499684
Universität Ulm,DE,education,Ulm,https://www.uni-ulm.de,84154,6784811
