authors,categories,comment,doi,entry_id,journal_ref,pdf_url,primary_category,published,summary,title,updated
"[arxiv.Result.Author('Guillaume Erétéo'), arxiv.Result.Author('Fabien Gandon'), arxiv.Result.Author('Olivier Corby'), arxiv.Result.Author('Michel Buffa')]",['cs.AI'],published in Web Science (2009),,http://arxiv.org/abs/0904.3701v1,,http://arxiv.org/pdf/0904.3701v1,cs.AI,2009-04-23 14:22:05+00:00,"Social Network Analysis (SNA) tries to understand and exploit the key
features of social networks in order to manage their life cycle and predict
their evolution. Increasingly popular web 2.0 sites are forming huge social
network. Classical methods from social network analysis (SNA) have been applied
to such online networks. In this paper, we propose leveraging semantic web
technologies to merge and exploit the best features of each domain. We present
how to facilitate and enhance the analysis of online social networks,
exploiting the power of semantic social network analysis.",Semantic Social Network Analysis,2009-04-23 14:22:05+00:00
"[arxiv.Result.Author('V. W. Marek'), arxiv.Result.Author('J. B. Remmel')]",['cs.AI'],"13 pages, some results added. Accepted for publication at TPLP",,http://arxiv.org/abs/0904.3953v4,,http://arxiv.org/pdf/0904.3953v4,cs.AI,2009-04-25 00:28:07+00:00,"We describe a variant of resolution rule of proof and show that it is
complete for stable semantics of logic programs. We show applications of this
result.",Guarded resolution for answer set programming,2010-02-21 17:57:51+00:00
[arxiv.Result.Author('Gilles Champenois')],['cs.AI'],,,http://arxiv.org/abs/0905.0192v1,,http://arxiv.org/pdf/0905.0192v1,cs.AI,2009-05-02 09:23:33+00:00,"A fuzzy mnesor space is a semimodule over the positive real numbers. It can
be used as theoretical framework for fuzzy sets. Hence we can prove a great
number of properties for fuzzy sets without refering to the membership
functions.",Fuzzy Mnesors,2009-05-02 09:23:33+00:00
"[arxiv.Result.Author('V. W. Marek'), arxiv.Result.Author('J. B. Remmel')]",['cs.AI'],"22 pages. Short version was published in ICLP08. New version slightly
  shorter than the previous version",,http://arxiv.org/abs/0905.0197v2,,http://arxiv.org/pdf/0905.0197v2,cs.AI,2009-05-02 10:43:30+00:00,"We apply proof-theoretic techniques in answer Set Programming. The main
results include: 1. A characterization of continuity properties of
Gelfond-Lifschitz operator for logic program. 2. A propositional
characterization of stable models of logic programs (without referring to loop
formulas.",An Application of Proof-Theory in Answer Set Programming,2010-01-11 20:12:14+00:00
"[arxiv.Result.Author('Christian Bessiere'), arxiv.Result.Author('George Katsirelos'), arxiv.Result.Author('Nina Narodytska'), arxiv.Result.Author('Claude-Guy Quimper'), arxiv.Result.Author('Toby Walsh')]","['cs.AI', 'I.2.4']","Proceedings of the Twenty-first International Joint Conference on
  Artificial Intelligence (IJCAI-09)",,http://arxiv.org/abs/0905.3755v1,IJCAI-2009,http://arxiv.org/pdf/0905.3755v1,cs.AI,2009-05-22 20:45:30+00:00,"We show that some common and important global constraints like ALL-DIFFERENT
and GCC can be decomposed into simple arithmetic constraints on which we
achieve bound or range consistency, and in some cases even greater pruning.
These decompositions can be easily added to new solvers. They also provide
other constraints with access to the state of the propagator by sharing of
variables. Such sharing can be used to improve propagation between constraints.
We report experiments with our decomposition in a pseudo-Boolean solver.","Decompositions of All Different, Global Cardinality and Related Constraints",2009-05-22 20:45:30+00:00
"[arxiv.Result.Author('Suresh Manandhar'), arxiv.Result.Author('Armagan Tarim'), arxiv.Result.Author('Toby Walsh')]","['cs.AI', 'I.2.4']","Proceedings of the Eighteenth International Joint Conference on
  Artificial Intelligence (IJCAI-03)",,http://arxiv.org/abs/0905.3763v1,IJCAI 2003: 257-262,http://arxiv.org/pdf/0905.3763v1,cs.AI,2009-05-22 21:23:40+00:00,"To model combinatorial decision problems involving uncertainty and
probability, we extend the stochastic constraint programming framework proposed
in [Walsh, 2002] along a number of important dimensions (e.g. to multiple
chance constraints and to a range of new objectives). We also provide a new
(but equivalent) semantics based on scenarios. Using this semantics, we can
compile stochastic constraint programs down into conventional (nonstochastic)
constraint programs. This allows us to exploit the full power of existing
constraint solvers. We have implemented this framework for decision making
under uncertainty in stochastic OPL, a language which is based on the OPL
constraint modelling language [Hentenryck et al., 1999]. To illustrate the
potential of this framework, we model a wide range of problems in areas as
diverse as finance, agriculture and production.",Scenario-based Stochastic Constraint Programming,2009-05-22 21:23:40+00:00
"[arxiv.Result.Author('Carmel Domshlak'), arxiv.Result.Author('Francesca Rossi'), arxiv.Result.Author('Kristen Brent Venable'), arxiv.Result.Author('Toby Walsh')]","['cs.AI', 'I.2.4']","Proceedings of the Eighteenth International Joint Conference on
  Artificial Intelligence (IJCAI-03)",,http://arxiv.org/abs/0905.3766v1,IJCAI 2003: 215-220,http://arxiv.org/pdf/0905.3766v1,cs.AI,2009-05-22 21:55:20+00:00,"Many real life optimization problems contain both hard and soft constraints,
as well as qualitative conditional preferences. However, there is no single
formalism to specify all three kinds of information. We therefore propose a
framework, based on both CP-nets and soft constraints, that handles both hard
and soft constraints as well as conditional preferences efficiently and
uniformly. We study the complexity of testing the consistency of preference
statements, and show how soft constraints can faithfully approximate the
semantics of conditional preference statements whilst improving the
computational complexity",Reasoning about soft constraints and conditional preferences: complexity results and approximation techniques,2009-05-22 21:55:20+00:00
"[arxiv.Result.Author('Alan M. Frisch'), arxiv.Result.Author('Ian Miguel'), arxiv.Result.Author('Zeynep Kiziltan'), arxiv.Result.Author('Brahim Hnich'), arxiv.Result.Author('Toby Walsh')]","['cs.AI', 'I.2.4']","Proceedings of the Eighteenth International Joint Conference on
  Artificial Intelligence (IJCAI-03)",,http://arxiv.org/abs/0905.3769v1,IJCAI 2003: 221-226,http://arxiv.org/pdf/0905.3769v1,cs.AI,2009-05-22 21:51:13+00:00,"We identify a new and important global (or non-binary) constraint. This
constraint ensures that the values taken by two vectors of variables, when
viewed as multisets, are ordered. This constraint is useful for a number of
different applications including breaking symmetry and fuzzy constraint
satisfaction. We propose and implement an efficient linear time algorithm for
enforcing generalised arc consistency on such a multiset ordering constraint.
Experimental results on several problem domains show considerable promise.",Multiset Ordering Constraints,2009-05-22 21:51:13+00:00
"[arxiv.Result.Author('F. Murtagh'), arxiv.Result.Author('A. Ganz'), arxiv.Result.Author('S. McKie'), arxiv.Result.Author('J. Mothe'), arxiv.Result.Author('K. Englmeier')]","['cs.AI', 'I.5.4; I.2.7; H.3.1']","23 pages, 7 figures",10.1057/ivs.2009.19,http://arxiv.org/abs/0905.3830v1,"Information Visualization 9, 253-262, 2010",http://arxiv.org/pdf/0905.3830v1,cs.AI,2009-05-23 16:11:18+00:00,"We relate tag clouds to other forms of visualization, including planar or
reduced dimensionality mapping, and Kohonen self-organizing maps. Using a
modified tag cloud visualization, we incorporate other information into it,
including text sequence and most pertinent words. Our notion of word pertinence
goes beyond just word frequency and instead takes a word in a mathematical
sense as located at the average of all of its pairwise relationships. We
capture semantics through context, taken as all pairwise relationships. Our
domain of application is that of filmscript analysis. The analysis of
filmscripts, always important for cinema, is experiencing a major gain in
importance in the context of television. Our objective in this work is to
visualize the semantics of filmscript, and beyond filmscript any other
partially structured, time-ordered, sequence of text segments. In particular we
develop an innovative approach to plot characterization.",Tag Clouds for Displaying Semantics: The Case of Filmscripts,2009-05-23 16:11:18+00:00
"[arxiv.Result.Author('Alexandru Cicortas'), arxiv.Result.Author('Victoria Stana Iordan'), arxiv.Result.Author('Alexandra Emilia Fortis')]",['cs.AI'],"10 pages, exposed on 5th International Conference ""Actualities and
  Perspectives on Hardware and Software"" - APHS2009, Timisoara, Romania",,http://arxiv.org/abs/0905.4601v1,"Ann. Univ. Tibiscus Comp. Sci. Series VII(2009),79-88",http://arxiv.org/pdf/0905.4601v1,cs.AI,2009-05-28 10:19:02+00:00,"The paper proposes an analysis on some existent ontologies, in order to point
out ways to resolve semantic heterogeneity in information systems. Authors are
highlighting the tasks in a Knowledge Acquisiton System and identifying aspects
related to the addition of new information to an intelligent system. A solution
is proposed, as a combination of ontology reasoning services and natural
languages generation. A multi-agent system will be conceived with an extractor
agent, a reasoner agent and a competence management agent.",Considerations on Construction Ontologies,2009-05-28 10:19:02+00:00
