funding_id,funding_title,funding_agency,funding_type,research_domain,keywords,eligibility,funding_amount,currency,application_deadline,duration,country,description,application_url,status,created_at
US-NIH-2026-66822,Advancements in Generative Ai using Predictive Analytics,National Institutes of Health,Cooperative Agreement,Artificial Intelligence,"artificial intelligence, nih, generative AI, neural networks, autonomous agents","Individual researchers, scientists, and postdoctoral fellows.",410000.0,USD,2026-12-22,60 months,US,"This program supports advancements in research into generative AI using predictive analytics. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Institutes of Health (NIH) aims to foster innovation in the field of Artificial Intelligence.",https://www.nih.gov/funding/grants/us-nih-2026-66822,OPEN,2026-06-03
EU-HEU-2026-52245,Development of Deep Learning in Resource-Constrained Environments,Horizon Europe,Grant,Artificial Intelligence,"artificial intelligence, heu, ethics, generative AI, autonomous agents",Consortia of higher education institutions and private industry partners.,1586000.0,EUR,2026-09-15,48 months,EU,"This program supports development of research into deep learning in resource-constrained environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Horizon Europe (HEU) aims to foster innovation in the field of Artificial Intelligence.",https://www.heu.gov/funding/grants/eu-heu-2026-52245,OPEN,2026-03-19
AU-ARC-2026-52600,Collaborative Research on Autonomous Agents to Improve Social Well-being,Australian Research Council,Grant,Artificial Intelligence,"artificial intelligence, arc, neural networks, ethics, generative AI",Open to all international organizations and researchers.,579000.0,AUD,2027-06-26,36 months,AU,"This program supports collaborative research on research into autonomous agents to improve social well-being. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Australian Research Council (ARC) aims to foster innovation in the field of Artificial Intelligence.",https://www.arc.gov/funding/grants/au-arc-2026-52600,OPEN,2026-04-13
JP-JSPS-2026-35042,Investigation of Explainable Ai for Next-Generation Infrastructures,Japan Society for the Promotion of Science,Grant,Artificial Intelligence,"artificial intelligence, jsps, generative AI, autonomous agents, ethics","Individual researchers, scientists, and postdoctoral fellows.",1602000.0,JPY,2027-02-22,24 months,JP,"This program supports investigation of research into explainable AI for next-generation infrastructures. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Japan Society for the Promotion of Science (JSPS) aims to foster innovation in the field of Artificial Intelligence.",https://www.jsps.gov/funding/grants/jp-jsps-2026-35042,OPEN,2026-03-09
US-NIH-2026-48566,Development of Autonomous Agents to Improve Social Well-being,National Institutes of Health,Award,Artificial Intelligence,"artificial intelligence, nih, autonomous agents, ethics, neural networks","Individual researchers, scientists, and postdoctoral fellows.",1241000.0,USD,2027-04-18,36 months,US,"This program supports development of research into autonomous agents to improve social well-being. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Institutes of Health (NIH) aims to foster innovation in the field of Artificial Intelligence.",https://www.nih.gov/funding/grants/us-nih-2026-48566,OPEN,2026-04-25
GB-UKRI-2026-56112,Strategic Innovation in Neural Networks in Resource-Constrained Environments,UK Research and Innovation,Fellowship,Artificial Intelligence,"artificial intelligence, ukri, neural networks, deep learning, explainable AI","Ph.D. holders, early-career researchers, and university research groups.",297000.0,GBP,2026-09-09,24 months,GB,"This program supports strategic innovation in research into neural networks in resource-constrained environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The UK Research and Innovation (UKRI) aims to foster innovation in the field of Artificial Intelligence.",https://www.ukri.gov/funding/grants/gb-ukri-2026-56112,OPEN,2026-05-09
AU-ARC-2026-46241,Engineering Next-Generation Ethics for Global Scale Applications,Australian Research Council,Award,Artificial Intelligence,"artificial intelligence, arc, neural networks, explainable AI, generative AI","Academic institutions, non-profit research organizations, and small businesses.",656000.0,AUD,2026-07-04,24 months,AU,"This program supports engineering next-generation research into ethics for global scale applications. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Australian Research Council (ARC) aims to foster innovation in the field of Artificial Intelligence.",https://www.arc.gov/funding/grants/au-arc-2026-46241,CLOSED,2026-05-01
US-DOE-2026-45954,Research on Deep Learning in High-Risk Environments,Department of Energy,Award,Artificial Intelligence,"artificial intelligence, doe, generative AI, autonomous agents, deep learning","Academic institutions, non-profit research organizations, and small businesses.",1983000.0,USD,2027-05-06,24 months,US,"This program supports research on research into deep learning in high-risk environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Department of Energy (DOE) aims to foster innovation in the field of Artificial Intelligence.",https://www.doe.gov/funding/grants/us-doe-2026-45954,OPEN,2026-04-29
EU-HEU-2026-71524,Strategic Innovation in Autonomous Agents with Adaptive Feedback,Horizon Europe,Grant,Artificial Intelligence,"artificial intelligence, heu, deep learning, generative AI, autonomous agents","Individual researchers, scientists, and postdoctoral fellows.",1977000.0,EUR,2026-06-09,48 months,EU,"This program supports strategic innovation in research into autonomous agents with adaptive feedback. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Horizon Europe (HEU) aims to foster innovation in the field of Artificial Intelligence.",https://www.heu.gov/funding/grants/eu-heu-2026-71524,ARCHIVED,2026-05-26
US-NSF-2026-29887,Collaborative Research on Ethics in Resource-Constrained Environments,National Science Foundation,Cooperative Agreement,Artificial Intelligence,"artificial intelligence, nsf, autonomous agents, ethics, explainable AI",Open to all international organizations and researchers.,292000.0,USD,2026-09-18,60 months,US,"This program supports collaborative research on research into ethics in resource-constrained environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Science Foundation (NSF) aims to foster innovation in the field of Artificial Intelligence.",https://www.nsf.gov/funding/grants/us-nsf-2026-29887,OPEN,2026-06-21
AU-ARC-2026-68028,Analyzing Ethics for Next-Generation Infrastructures,Australian Research Council,Contract,Artificial Intelligence,"artificial intelligence, arc, ethics, deep learning, explainable AI","Ph.D. holders, early-career researchers, and university research groups.",1321000.0,AUD,2027-03-01,12 months,AU,"This program supports analyzing research into ethics for next-generation infrastructures. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Australian Research Council (ARC) aims to foster innovation in the field of Artificial Intelligence.",https://www.arc.gov/funding/grants/au-arc-2026-68028,OPEN,2026-04-25
