search URL:,https://patents.google.com/?q=%28Artificial+Intelligence%29&oq=Artificial+Intelligence,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
US-6336124-B1,Conversion data representing a document to other formats for manipulation and display ,"Bcl Computers, Inc.","Hassan Alam, Koichi Ariyoshi, Rachmat Hartono, Timotius Tjahjadi, Scott Tupaj, Hanyen Widjaja",1998-10-01,1999-07-07,2002-01-01,2002-01-01,https://patents.google.com/patent/US6336124B1/en,https://patentimages.storage.googleapis.com/ac/f3/f6/1fe765aafb4f68/US6336124-drawings-page-2.png
US-6766320-B1,Search engine with natural language-based robust parsing for user query and relevance feedback learning ,Microsoft Corporation,"Hai-Feng Wang, Kai-Fu Lee, Qiang Yang",2000-08-24,2000-08-24,2004-07-20,2004-07-20,https://patents.google.com/patent/US6766320B1/en,https://patentimages.storage.googleapis.com/d2/22/89/0cc69e76c94e21/US06766320-20040720-D00000.png
US-7027974-B1,Ontology-based parser for natural language processing ,Science Applications International Corporation,"Justin Eliot Busch, Albert Deirchow Lin, Patrick John Graydon, Maureen Caudill",2000-10-27,2000-10-27,2006-04-11,2006-04-11,https://patents.google.com/patent/US7027974B1/en,https://patentimages.storage.googleapis.com/eb/be/19/605a0de9d5a55a/US07027974-20060411-D00000.png
US-8571618-B1,Adaptive calibration system for spectrophotometric measurements ,"Cercacor Laboratories, Inc.","Marcelo Lamego, Sean Merritt, Massi Joe E. Kiani",2009-09-28,2010-09-27,2013-10-29,2013-10-29,https://patents.google.com/patent/US8571618B1/en,https://patentimages.storage.googleapis.com/a9/ea/2a/159acca93474da/US08571618-20131029-D00000.png
US-6623529-B1,"Multilingual electronic document translation, management, and delivery system ",David Lakritz,David Lakritz,1998-02-23,1999-01-28,2003-09-23,2003-09-23,https://patents.google.com/patent/US6623529B1/en,https://patentimages.storage.googleapis.com/77/6f/9d/4ed3ddba0fa60a/US6623529-drawings-page-2.png
US-6418424-B1,Ergonomic man-machine interface incorporating adaptive pattern recognition based control system ,"Steven M. Hoffberg, Linda I. Hoffberg-Borghesani","Steven M. Hoffberg, Linda I. Hoffberg-Borghesani",1991-12-23,1999-05-04,2002-07-09,2002-07-09,https://patents.google.com/patent/US6418424B1/en,https://patentimages.storage.googleapis.com/17/8a/71/98839ebe914cd0/US6418424-drawings-page-22.png
US-6687878-B1,Synchronizing/updating local client notes with annotations previously made by other clients in a notes database ,Real Time Image Ltd.,"Zvika Eintracht, Alexander Ovsiankin, Roman Dementiev, Gil Sideman",1999-03-15,1999-03-15,2004-02-03,2004-02-03,https://patents.google.com/patent/US6687878B1/en,https://patentimages.storage.googleapis.com/fb/6a/57/25c076a8faa193/US6687878-drawings-page-3.png
US-6988026-B2,Wireless and powerless sensor and interrogator ,Automotive Technologies International Inc.,"David S. Breed, Wilbur E. DuVall, Wendell C. Johnson, Anatoliy V. Kolomeyko, Oleksandr T. Shostak",1995-06-07,2003-11-04,2006-01-17,2006-01-17,https://patents.google.com/patent/US6988026B2/en,https://patentimages.storage.googleapis.com/0b/9b/c2/cdd1965d659c19/US06988026-20060117-D00000.png
US-6167382-A,Design and production of print advertising and commercial display materials over the Internet ,"F.A.C. Services Group, L.P.","Don R. Sparks, M. James Scott, Wally Tremel",1998-06-01,1998-06-01,2000-12-26,2000-12-26,https://patents.google.com/patent/US6167382A/en,https://patentimages.storage.googleapis.com/65/2d/9c/9cd7e0b91a501c/US6167382-drawings-page-2.png
US-5805719-A,Tokenless identification of individuals ,Smarttouch,"David Ferrin Pare, Jr., Ned Hoffman, Jonathan Alexander Lee",1994-11-28,1997-03-18,1998-09-08,1998-09-08,https://patents.google.com/patent/US5805719A/en,https://patentimages.storage.googleapis.com/02/ed/d2/aa87f3e99e5c0a/US5805719-drawings-page-2.png
US-8740792-B1,Patient monitor capable of accounting for environmental conditions ,Masimo Corporation,"Massi Joe E. Kiani, Marcelo Lamego, Michael O'Reilly",2010-07-12,2011-07-08,2014-06-03,2014-06-03,https://patents.google.com/patent/US8740792B1/en,https://patentimages.storage.googleapis.com/bd/45/b3/14b1da0f8c8f5c/US08740792-20140603-D00000.png
US-6377965-B1,Automatic word completion system for partially entered data ,Microsoft Corporation,"Dean J. Hachamovitch, Ronald A. Fein, Edward J. Fries",1997-11-07,1997-11-07,2002-04-23,2002-04-23,https://patents.google.com/patent/US6377965B1/en,https://patentimages.storage.googleapis.com/01/d5/18/0810577c4a26d4/US6377965-drawings-page-3.png
US-2012209084-A1,Respiratory event alert system ,Masimo Corporation,"Greg A. Olsen, Phil Weber",2011-01-21,2012-01-20,2012-08-16,,https://patents.google.com/patent/US20120209084A1/en,https://patentimages.storage.googleapis.com/23/b4/b3/6500192d28a136/US20120209084A1-20120816-D00000.png
US-5615277-A,Tokenless security system for authorizing access to a secured computer system ,Hoffman; Ned,Ned Hoffman,1994-11-28,1994-11-28,1997-03-25,1997-03-25,https://patents.google.com/patent/US5615277A/en,https://patentimages.storage.googleapis.com/72/5e/55/c6b79bc4be4369/US5615277-drawings-page-2.png
US-6615074-B2,Apparatus for energizing a remote station and related method ,University Of Pittsburgh Of The Commonwealth System Of Higher Education,"Marlin Mickle, Dimitry Gorodetsky, Leonid Mats, Lorenz Neureuter, Minhong Mi, Carl Taylor, Chad Emahizer",1998-12-22,2001-09-10,2003-09-02,2003-09-02,https://patents.google.com/patent/US6615074B2/en,https://patentimages.storage.googleapis.com/69/16/be/7010da3fd8e4e4/US06615074-20030902-D00000.png
US-6230059-B1,Implantable monitor ,"Medtronic, Inc.",Edwin G. Duffin,1999-03-17,1999-03-17,2001-05-08,2001-05-08,https://patents.google.com/patent/US6230059B1/en,https://patentimages.storage.googleapis.com/1d/24/bf/d92f1235d2217e/US6230059-drawings-page-2.png
US-2007063048-A1,Data reader apparatus having an adaptive lens ,"Havens William H, Wang Ynjiun P, Hunter Vivian L, Krauter Allan I, Ervin Goldfain, Lia Raymond A, Newman Richard W, Karpen Thomas W, Bradford Morse, Dongmin Yang","William Havens, Ynjiun Wang, Vivian Hunter, Allan Krauter, Ervin Goldfain, Raymond Lia, Richard Newman, Thomas Karpen, Bradford Morse, Dongmin Yang",2005-09-14,2006-09-14,2007-03-22,,https://patents.google.com/patent/US20070063048A1/en,https://patentimages.storage.googleapis.com/76/32/99/32a21627879b58/US20070063048A1-20070322-D00000.png
US-6208345-B1,Visual data integration system and method ,"Adc Telecommunications, Inc.","Nicolas C. Sheard, Larry J. Fischer, Richard W. Matthews, Himabindu Gurla, Qilin Hu, Wendy J. Zheng, Boyle Y. Mow",1998-04-15,1998-06-08,2001-03-27,2001-03-27,https://patents.google.com/patent/US6208345B1/en,https://patentimages.storage.googleapis.com/a1/fe/9c/8c44cf6c007418/US6208345-drawings-page-3.png
AU-2020103901-A4,Image Semantic Segmentation Method Based on Deep Full Convolutional Network and Conditional Random Field ,Chongqing Normal University,"Shaoguo Cui, Yan Wei",2020-12-04,2020-12-04,2021-02-11,2021-02-11,https://patents.google.com/patent/AU2020103901A4/en,
US-5553616-A,Determination of concentrations of biological substances using raman spectroscopy and artificial neural network discriminator ,Florida Institute Of Technology,"Fredric M. Ham, Glenn M. Cohen",1993-11-30,1993-11-30,1996-09-10,1996-09-10,https://patents.google.com/patent/US5553616A/en,https://patentimages.storage.googleapis.com/e6/53/61/202e5b12ab34c4/US5553616-drawings-page-2.png
US-8911377-B2,Patient monitor including multi-parameter graphical display ,Masimo Corporation,Ammar Al-Ali,2008-09-15,2009-09-15,2014-12-16,2014-12-16,https://patents.google.com/patent/US8911377B2/en,https://patentimages.storage.googleapis.com/2a/ba/35/8c080f8583cb39/US08911377-20141216-D00000.png
US-5210704-A,System for prognosis and diagnostics of failure and wearout monitoring and for prediction of life expectancy of helicopter gearboxes and other rotating equipment ,Technology International Incorporated,Abdo A. Husseiny,1990-10-02,1990-10-02,1993-05-11,1993-05-11,https://patents.google.com/patent/US5210704A/en,https://patentimages.storage.googleapis.com/99/f2/81/5c11d395dc804c/US5210704-drawings-page-2.png
US-4914590-A,Natural language understanding system ,"Emhart Industries, Inc.","Robert B. Loatman, Stephen D. Post, Chih-King Yang, John C. Hermansen",1988-05-18,1988-05-18,1990-04-03,1990-04-03,https://patents.google.com/patent/US4914590A/en,https://patentimages.storage.googleapis.com/06/a9/31/5078aa7113bdbf/US4914590-drawings-page-2.png
US-9106038-B2,Pulse oximetry system with low noise cable hub ,Masimo Corporation,"Valery G. Telfort, Ammar Al-Ali, Robert A. Smith, Joel Fechter, Shaun Fetherson",2009-10-15,2010-10-14,2015-08-11,2015-08-11,https://patents.google.com/patent/US9106038B2/en,https://patentimages.storage.googleapis.com/5e/7f/6c/5a3255ce097ef2/US09106038-20150811-D00000.png
US-7962190-B1,Signal processing apparatus ,Masimo Corporation,"Mohamed K. Diab, Esmaiel Kiani-Azarbayjany",1991-03-07,1998-07-07,2011-06-14,2011-06-14,https://patents.google.com/patent/US7962190B1/en,https://patentimages.storage.googleapis.com/07/55/7f/eeac93d2c89b9f/US7962190-drawings-page-11.png
US-5832119-C1,Methods for controlling systems using control signals embedded in empirical data ,Digimarc Corp,Geoffrey B Rhoads,1993-11-18,1995-09-25,2002-03-05,2002-03-05,https://patents.google.com/patent/US5832119C1/en,https://patentimages.storage.googleapis.com/84/f3/03/859e43e2547980/US5832119-drawings-page-6.png
US-2009134221-A1,Tunnel-type digital imaging-based system for use in automated self-checkout and cashier-assisted checkout operations in retail store environments ,"Xiaoxun Zhu, Tao Xian, Jie Ren, John Gardner, Sean Kearney, Timothy Good, Michael Schnee, Yong Liu, Patrick Giordano, Liang Wang, Liu Jibin, Ming Zhuo, Steven Essinger, Konstantin Yakovlev, Anatoly Kotlarsky, Xi Tao, Jun Lu, Ka Man Au, Duane Ellis, Knowles C Harry","Xiaoxun Zhu, Tao Xian, Jie Ren, John Gardner, Sean Kearney, Timothy Good, Michael Schnee, Yong Liu, Patrick Giordano, Liang Wang, JiBin Liu, Ming Zhuo, Steven Essinger, Konstantin Yakovlev, Anatoly Kotlarsky, Xi Tao, Jun Lu, Ka Man Au, Duane Ellis, C. Harry Knowles",2000-11-24,2008-09-11,2009-05-28,,https://patents.google.com/patent/US20090134221A1/en,https://patentimages.storage.googleapis.com/8c/f9/ba/b32b787de4e03c/US20090134221A1-20090528-D00000.png
US-4850009-A,Portable handheld terminal including optical bar code reader and electromagnetic transceiver means for interactive wireless communication with a base communications station ,Clinicom Incorporated,"Ronald E. Zook, Peter P. Gombrich",1986-05-12,1988-05-31,1989-07-18,1989-07-18,https://patents.google.com/patent/US4850009A/en,https://patentimages.storage.googleapis.com/63/eb/52/f7d5f2fb47acba/US4850009-drawings-page-2.png
US-6923763-B1,Method and apparatus for predicting the risk of hypoglycemia ,University Of Virginia Patent Foundation,"Boris P. Kovatchev, J. Randall Moorman, William L. Clarke, Martin Straume",1999-08-23,2000-08-21,2005-08-02,2005-08-02,https://patents.google.com/patent/US6923763B1/en,https://patentimages.storage.googleapis.com/01/ed/7a/0a0723564ca3fd/US06923763-20050802-D00000.png
US-6677852-B1,"System and method for automatically controlling or configuring a device, such as an RFID reader ",Intermec Ip Corp.,Jeremy A. Landt,1999-09-22,1999-09-22,2004-01-13,2004-01-13,https://patents.google.com/patent/US6677852B1/en,https://patentimages.storage.googleapis.com/e1/bc/85/3ee4bc65e05cb1/US6677852-drawings-page-2.png
US-5896321-A,Text completion system for a miniature computer ,Microsoft Corporation,"John W. Miller, Jossef Goldberg",1997-11-14,1997-11-14,1999-04-20,1999-04-20,https://patents.google.com/patent/US5896321A/en,https://patentimages.storage.googleapis.com/e4/c6/ad/cec6135cec9e46/US5896321-drawings-page-2.png
US-5181162-A,Document management and production system ,Eastman Kodak Company,"Robert M. Smith, David M. T. Ting, Jan H. Boer, Marvin Mendelssohn",1989-12-06,1989-12-06,1993-01-19,1993-01-19,https://patents.google.com/patent/US5181162A/en,https://patentimages.storage.googleapis.com/22/5c/58/6c6074171df99c/US5181162-drawings-page-2.png
US-8290883-B2,Learning system and learning method comprising an event list database ,"Honda Motor Co., Ltd.","Johane Takeuchi, Hiroshi Tsujino",2008-09-18,2009-09-10,2012-10-16,2012-10-16,https://patents.google.com/patent/US8290883B2/en,https://patentimages.storage.googleapis.com/67/f4/1f/54d590885da06b/US08290883-20121016-D00000.png
US-6616613-B1,Physiological signal monitoring system ,"Vitalsines International, Inc.",Jesse B. Goodman,2000-04-27,2000-04-27,2003-09-09,2003-09-09,https://patents.google.com/patent/US6616613B1/en,https://patentimages.storage.googleapis.com/d1/3d/ae/0aeadb61ff8fbb/US06616613-20030909-D00000.png
US-5913215-A,Browse by prompted keyword phrases with an improved method for obtaining an initial document set ,Seymour I. Rubinstein,"Seymour I. Rubinstein, Garnet R. Chaney",1996-04-09,1997-02-19,1999-06-15,1999-06-15,https://patents.google.com/patent/US5913215A/en,https://patentimages.storage.googleapis.com/12/49/a9/d67c6103fddc72/US5913215-drawings-page-3.png
US-5217010-A,Ecg amplifier and cardiac pacemaker for use during magnetic resonance imaging ,The Johns Hopkins University,"Joshua E. Tsitlik, Howard Levin, Henry Halperin, Myron Weisfeldt",1991-05-28,1991-05-28,1993-06-08,1993-06-08,https://patents.google.com/patent/US5217010A/en,https://patentimages.storage.googleapis.com/16/ea/cd/210bbebed234de/US5217010-drawings-page-2.png
DE-19717411-A1,Monitoring of thermal loading of patient tissue in contact region of neutral electrode of HF treatment unit ,Aesculap Ag & Co Kg,Roland Dipl Ing Haeberlen,1997-04-25,1997-04-25,1998-11-05,,https://patents.google.com/patent/DE19717411A1/en,
US-9245668-B1,Low noise cable providing communication between electronic sensor components and patient monitor ,"Cercacor Laboratories, Inc.","Hung Vo, Cristiano Dalvi",2011-06-29,2012-06-28,2016-01-26,2016-01-26,https://patents.google.com/patent/US9245668B1/en,https://patentimages.storage.googleapis.com/38/56/bf/3bdd8cbece3445/US09245668-20160126-D00000.png
US-6826727-B1,"Apparatus, methods, programming for automatically laying out documents ",Bitstream Inc.,"Eric Mohr, Paul B. Trevithick, Costas Kitsos, David E. Hollingsworth, Stephanie L. Houde, Jeffrey L. Caruso",1999-11-24,1999-11-24,2004-11-30,2004-11-30,https://patents.google.com/patent/US6826727B1/en,https://patentimages.storage.googleapis.com/7f/7b/25/db3200c07693a6/US6826727-drawings-page-2.png
US-5621412-A,"Multi-stage transponder wake-up, method and structure ",Texas Instruments Incorporated,"Claude A. Sharpe, Dwaine S. Hurta, Mark A. Hamlett",1994-04-26,1995-06-07,1997-04-15,1997-04-15,https://patents.google.com/patent/US5621412A/en,https://patentimages.storage.googleapis.com/6c/cc/20/58ab8d172c8da5/US5621412-drawings-page-2.png
US-6199079-B1,Method and system for automatically filling forms in an integrated network based transaction environment ,Junglee Corporation,"Ashish Gupta, Anand Rajaraman",1998-03-09,1998-03-20,2001-03-06,2001-03-06,https://patents.google.com/patent/US6199079B1/en,https://patentimages.storage.googleapis.com/b1/e8/54/aee8a9a45bc696/US6199079-drawings-page-2.png
US-6026433-A,Method of creating and editing a web site in a client-server environment using customizable web site templates ,"Silicon Graphics, Inc.","Carmen Ximena D'Arlach, Stephen Kenneth Kershner, Sameer Satyendra Singh",1997-03-17,1997-03-17,2000-02-15,2000-02-15,https://patents.google.com/patent/US6026433A/en,https://patentimages.storage.googleapis.com/de/79/ec/e792bca5321e11/US6026433-drawings-page-16.png
US-6665640-B1,Interactive speech based learning/training system formulating search queries based on natural language parsing of recognized user queries ,"Phoenix Solutions, Inc.","Ian M. Bennett, Bandi Ramesh Babu, Kishor Morkhandikar, Pallaki Gururaj",1999-11-12,1999-11-12,2003-12-16,2003-12-16,https://patents.google.com/patent/US6665640B1/en,https://patentimages.storage.googleapis.com/1a/b6/b5/c828658d3d2e16/US6665640-drawings-page-4.png
US-4575621-A,Portable electronic transaction device and system therefor ,"Corpra Research, Inc.",Henry N. Dreifus,1984-03-07,1984-03-07,1986-03-11,1986-03-11,https://patents.google.com/patent/US4575621A/en,https://patentimages.storage.googleapis.com/14/82/60/5dd08600c2d1e1/US4575621-drawings-page-2.png
US-5325298-A,Methods for generating or revising context vectors for a plurality of word stems ,"Hnc, Inc.",Stephen I. Gallant,1990-11-07,1991-09-03,1994-06-28,1994-06-28,https://patents.google.com/patent/US5325298A/en,https://patentimages.storage.googleapis.com/d9/50/7d/e7a14a51be73e2/US5325298-drawings-page-2.png
US-2009076821-A1,Method and apparatus to control operation of a playback device ,"Gracenote, Inc.","Vadim Brenner, Peter C. DiMaria, Dale T. Roberts, Michael W. Mantle, Michael W Orme",2005-08-19,2006-08-21,2009-03-19,,https://patents.google.com/patent/US20090076821A1/en,https://patentimages.storage.googleapis.com/de/57/bf/2ed8b44598a9e6/US20090076821A1-20090319-D00000.png
